NotWavenumber,NotIntensity
6002.734703,0.112155
6002.734545,0.112339
6002.73439,0.112318
6002.734231,0.112499
6002.734076,0.112778
6002.733921,0.112851
6002.733763,0.113241
6002.733608,0.113773
6002.733449,0.114409
6002.733294,0.114651
6002.733139,0.114837
6002.732981,0.114998
6002.732826,0.115224
6002.732667,0.115098
6002.732512,0.114931
6002.732357,0.114656
6002.732199,0.11439
6002.732044,0.114043
6002.731889,0.113775
6002.73173,0.113379
6002.731575,0.113167
6002.731417,0.112656
6002.731262,0.112301
6002.731107,0.112212
6002.730948,0.112047
6002.730794,0.111704
6002.730635,0.112839
6002.73048,0.112992
6002.730325,0.113351
6002.730167,0.113742
6002.730012,0.114337
6002.729853,0.115085
6002.729698,0.115819
6002.729543,0.116618
6002.729385,0.117509
6002.72923,0.118414
6002.729075,0.11938
6002.728916,0.120061
6002.728761,0.12081
6002.728603,0.121292
6002.728448,0.121379
6002.728293,0.121755
6002.728134,0.121777
6002.727979,0.121707
6002.727821,0.121508
6002.727666,0.121286
6002.727511,0.120697
6002.727352,0.119681
6002.727197,0.119164
6002.727042,0.118141
6002.726884,0.116949
6002.726729,0.116297
6002.72657,0.11566
6002.726416,0.115191
6002.726261,0.115651
6002.726102,0.115736
6002.725947,0.115918
6002.725789,0.116277
6002.725634,0.116602
6002.725479,0.117009
6002.72532,0.117408
6002.725165,0.117753
6002.725007,0.117956
6002.724852,0.117965
6002.724697,0.118198
6002.724538,0.118048
6002.724383,0.118209
6002.724228,0.117817
6002.72407,0.117672
6002.723915,0.11759
6002.723756,0.117237
6002.723601,0.117132
6002.723446,0.116774
6002.723288,0.116395
6002.723133,0.115705
6002.722974,0.115228
6002.722819,0.114707
6002.722665,0.114622
6002.722506,0.114383
6002.722351,0.1142
6002.722192,0.113867
6002.722038,0.113636
6002.721883,0.113563
6002.721724,0.113256
6002.721569,0.113735
6002.721414,0.113818
6002.721256,0.114327
6002.721101,0.115705
6002.720942,0.11673
6002.720787,0.118156
6002.720632,0.119667
6002.720474,0.121039
6002.720319,0.121856
6002.72016,0.122206
6002.720005,0.122248
6002.71985,0.12214
6002.719692,0.12179
6002.719537,0.120989
6002.719378,0.119896
6002.719223,0.118669
6002.719068,0.11718
6002.71891,0.11567
6002.718755,0.114017
6002.7186,0.112425
6002.718441,0.110918
6002.718287,0.109523
6002.718128,0.10827
6002.717973,0.107367
6002.717818,0.106173
6002.71766,0.105133
6002.717505,0.10428
6002.717346,0.103314
6002.717191,0.102974
6002.717036,0.102813
6002.716878,0.102557
6002.716723,0.102985
6002.716564,0.103417
6002.716409,0.10417
6002.716254,0.105195
6002.716096,0.105891
6002.715941,0.107181
6002.715786,0.108033
6002.715627,0.109669
6002.715472,0.111031
6002.715314,0.112647
6002.715159,0.113997
6002.715004,0.115841
6002.714845,0.117233
6002.714691,0.11839
6002.714532,0.119199
6002.714377,0.120088
6002.714222,0.120787
6002.714064,0.121324
6002.713909,0.121791
6002.71375,0.122216
6002.713595,0.122642
6002.71344,0.122968
6002.713282,0.122837
6002.713127,0.123173
6002.712972,0.123512
6002.712813,0.123892
6002.712658,0.124445
6002.7125,0.125161
6002.712345,0.125779
6002.71219,0.126258
6002.712031,0.127134
6002.711876,0.127925
6002.711718,0.128354
6002.711563,0.128852
6002.711408,0.128787
6002.711249,0.128568
6002.711094,0.12882
6002.710936,0.128744
6002.710781,0.128664
6002.710626,0.128634
6002.710467,0.128349
6002.710313,0.128234
6002.710158,0.127688
6002.709999,0.127451
6002.709844,0.127252
6002.709686,0.127542
6002.709531,0.127945
6002.709376,0.12822
6002.709217,0.12884
6002.709062,0.129301
6002.708904,0.130073
6002.708749,0.130431
6002.708594,0.130932
6002.708435,0.131232
6002.70828,0.131876
6002.708122,0.132418
6002.707967,0.132897
6002.707812,0.134036
6002.707653,0.134758
6002.707498,0.135564
6002.707343,0.136161
6002.707185,0.136707
6002.70703,0.137079
6002.706871,0.13769
6002.706717,0.137815
6002.706562,0.13821
6002.706403,0.138357
6002.706248,0.138307
6002.70609,0.138657
6002.705935,0.138749
6002.70578,0.138397
6002.705621,0.138902
6002.705466,0.138725
6002.705308,0.138649
6002.705153,0.138771
6002.704998,0.138644
6002.704839,0.138711
6002.704684,0.138827
6002.704529,0.138773
6002.704371,0.138975
6002.704216,0.139099
6002.704057,0.139163
6002.703902,0.139356
6002.703747,0.139715
6002.703589,0.140047
6002.703434,0.14081
6002.703275,0.141269
6002.70312,0.141827
6002.702966,0.142108
6002.702807,0.142333
6002.702652,0.142218
6002.702493,0.142334
6002.702339,0.142117
6002.702184,0.142157
6002.702025,0.142188
6002.70187,0.142139
6002.701715,0.1423
6002.701557,0.14245
6002.701402,0.142206
6002.701243,0.142338
6002.701088,0.142347
6002.700933,0.142448
6002.700775,0.142388
6002.70062,0.14264
6002.700461,0.142913
6002.700306,0.143337
6002.700151,0.143523
6002.699993,0.143995
6002.699838,0.143998
6002.699679,0.144233
6002.699524,0.144275
6002.699369,0.143731
6002.699211,0.143702
6002.699056,0.143246
6002.698901,0.142767
6002.698743,0.142383
6002.698588,0.141675
6002.698429,0.141568
6002.698274,0.141055
6002.698119,0.140364
6002.697961,0.140035
6002.697806,0.139794
6002.697647,0.139509
6002.697492,0.139577
6002.697337,0.139371
6002.697179,0.13945
6002.697024,0.139417
6002.696865,0.13916
6002.69671,0.138589
6002.696555,0.138311
6002.696397,0.137928
6002.696242,0.137329
6002.696087,0.13714
6002.695928,0.136535
6002.695773,0.136641
6002.695615,0.136617
6002.69546,0.137045
6002.695305,0.136993
6002.695146,0.13752
6002.694992,0.137977
6002.694833,0.138471
6002.694678,0.139157
6002.694523,0.140038
6002.694365,0.140998
6002.69421,0.142297
6002.694051,0.142956
6002.693896,0.143889
6002.693741,0.14505
6002.693583,0.14583
6002.693428,0.146745
6002.693273,0.147189
6002.693114,0.147942
6002.692959,0.148393
6002.692801,0.148727
6002.692646,0.148744
6002.692491,0.148283
6002.692332,0.147604
6002.692177,0.146684
6002.692019,0.145602
6002.691864,0.144301
6002.691709,0.143345
6002.69155,0.142714
6002.691396,0.142272
6002.691237,0.142463
6002.691082,0.142434
6002.690927,0.142387
6002.690769,0.142542
6002.690614,0.14288
6002.690459,0.14291
6002.6903,0.143246
6002.690145,0.143488
6002.689987,0.1441
6002.689832,0.144939
6002.689677,0.145587
6002.689518,0.146039
6002.689363,0.146777
6002.689205,0.147554
6002.68905,0.148243
6002.688895,0.149056
6002.688736,0.149552
6002.688581,0.150196
6002.688423,0.15088
6002.688268,0.151528
6002.688113,0.151122
6002.687954,0.151095
6002.6878,0.151315
6002.687645,0.151236
6002.687486,0.151066
6002.687331,0.150648
6002.687173,0.150714
6002.687018,0.150813
6002.686863,0.150534
6002.686704,0.150812
6002.686549,0.15101
6002.686391,0.151284
6002.686236,0.151766
6002.686081,0.151933
6002.685922,0.152891
6002.685767,0.153395
6002.685612,0.154836
6002.685454,0.156337
6002.685299,0.157593
6002.68514,0.159355
6002.684985,0.160561
6002.68483,0.161333
6002.684672,0.161793
6002.684517,0.162262
6002.684358,0.162274
6002.684203,0.16256
6002.684049,0.162637
6002.68389,0.162249
6002.683735,0.161545
6002.683577,0.161223
6002.683422,0.160696
6002.683267,0.159841
6002.683108,0.158917
6002.682953,0.158203
6002.682798,0.157311
6002.68264,0.156741
6002.682485,0.156124
6002.682326,0.155623
6002.682171,0.154943
6002.682016,0.154285
6002.681858,0.153969
6002.681703,0.153896
6002.681544,0.154088
6002.681389,0.154196
6002.681234,0.155101
6002.681076,0.155752
6002.680921,0.156375
6002.680762,0.157753
6002.680607,0.158691
6002.680453,0.159618
6002.680294,0.16027
6002.680139,0.16108
6002.679984,0.162175
6002.679826,0.162946
6002.679671,0.163851
6002.679512,0.164381
6002.679357,0.165061
6002.679202,0.165619
6002.679044,0.165734
6002.678889,0.165755
6002.67873,0.165512
6002.678575,0.165223
6002.67842,0.164535
6002.678262,0.16429
6002.678107,0.164017
6002.677948,0.163735
6002.677793,0.163407
6002.677638,0.163769
6002.67748,0.164026
6002.677325,0.164109
6002.67717,0.164617
6002.677011,0.165295
6002.676857,0.166076
6002.676698,0.166923
6002.676543,0.167813
6002.676388,0.168769
6002.67623,0.169797
6002.676075,0.170145
6002.675916,0.170499
6002.675761,0.170735
6002.675606,0.170747
6002.675448,0.171107
6002.675293,0.170767
6002.675134,0.170885
6002.674979,0.170445
6002.674824,0.170099
6002.674666,0.169831
6002.674511,0.168469
6002.674356,0.167668
6002.674197,0.166403
6002.674042,0.165814
6002.673884,0.16573
6002.673729,0.165464
6002.673574,0.165578
6002.673415,0.166107
6002.673261,0.166481
6002.673102,0.166645
6002.672947,0.167236
6002.672792,0.167973
6002.672634,0.168732
6002.672479,0.169016
6002.67232,0.169652
6002.672165,0.170147
6002.67201,0.170947
6002.671852,0.171256
6002.671697,0.171973
6002.671542,0.171901
6002.671383,0.172344
6002.671228,0.172247
6002.67107,0.172507
6002.670915,0.172451
6002.67076,0.172624
6002.670601,0.172387
6002.670446,0.172119
6002.670288,0.171903
6002.670133,0.171393
6002.669978,0.17102
6002.669819,0.170721
6002.669665,0.170128
6002.669506,0.170096
6002.669351,0.169782
6002.669196,0.169763
6002.669038,0.169899
6002.668883,0.169908
6002.668728,0.170334
6002.668569,0.170346
6002.668414,0.170928
6002.668256,0.17125
6002.668101,0.171782
6002.667946,0.172433
6002.667787,0.173319
6002.667632,0.174916
6002.667474,0.176081
6002.667319,0.177293
6002.667164,0.178597
6002.667005,0.179251
6002.66685,0.180045
6002.666692,0.18055
6002.666537,0.181055
6002.666382,0.181178
6002.666223,0.181393
6002.666069,0.181656
6002.665914,0.182284
6002.665755,0.182441
6002.6656,0.183262
6002.665442,0.183498
6002.665287,0.18414
6002.665132,0.185279
6002.664973,0.186023
6002.664818,0.187059
6002.66466,0.188151
6002.664505,0.189543
6002.66435,0.191006
6002.664191,0.192354
6002.664036,0.193464
6002.663878,0.194585
6002.663723,0.19542
6002.663568,0.196418
6002.663409,0.197096
6002.663254,0.198017
6002.663099,0.198556
6002.662941,0.19922
6002.662786,0.199843
6002.662627,0.200257
6002.662473,0.20086
6002.662318,0.201087
6002.662159,0.201338
6002.662004,0.201711
6002.661846,0.202117
6002.661691,0.20283
6002.661536,0.203305
6002.661377,0.204331
6002.661222,0.205084
6002.661064,0.206231
6002.660909,0.207218
6002.660754,0.207795
6002.660595,0.208507
6002.66044,0.208943
6002.660285,0.209561
6002.660127,0.210148
6002.659972,0.210735
6002.659813,0.211497
6002.659658,0.211801
6002.659504,0.212245
6002.659345,0.212419
6002.65919,0.212606
6002.659031,0.212825
6002.658877,0.213101
6002.658722,0.2133
6002.658563,0.213754
6002.658408,0.214173
6002.65825,0.214572
6002.658095,0.214903
6002.65794,0.215172
6002.657781,0.215203
6002.657626,0.215275
6002.657471,0.215072
6002.657313,0.215051
6002.657158,0.214883
6002.656999,0.214211
6002.656844,0.213531
6002.656689,0.212463
6002.656531,0.211143
6002.656376,0.209436
6002.656217,0.207599
6002.656062,0.205841
6002.655908,0.204195
6002.655749,0.203257
6002.655594,0.202276
6002.655436,0.201791
6002.655281,0.20172
6002.655126,0.201571
6002.654967,0.201553
6002.654812,0.201745
6002.654657,0.202227
6002.654499,0.203215
6002.654344,0.203666
6002.654185,0.204576
6002.65403,0.205787
6002.653875,0.206483
6002.653717,0.207331
6002.653562,0.208178
6002.653403,0.20877
6002.653248,0.209347
6002.653093,0.210008
6002.652935,0.209918
6002.65278,0.210315
6002.652621,0.210269
6002.652466,0.210203
6002.652312,0.210259
6002.652153,0.209626
6002.651998,0.209576
6002.651843,0.208988
6002.651685,0.208981
6002.65153,0.208705
6002.651371,0.208576
6002.651216,0.208529
6002.651061,0.208499
6002.650903,0.208599
6002.650748,0.208805
6002.650589,0.208683
6002.650434,0.209495
6002.650279,0.210467
6002.650121,0.211776
6002.649966,0.213399
6002.649807,0.215596
6002.649652,0.217795
6002.649497,0.220916
6002.649339,0.223656
6002.649184,0.226305
6002.649029,0.228644
6002.648871,0.230642
6002.648716,0.232365
6002.648557,0.233959
6002.648402,0.235198
6002.648247,0.235903
6002.648089,0.236917
6002.647934,0.237173
6002.647775,0.237468
6002.64762,0.23766
6002.647465,0.23768
6002.647307,0.237969
6002.647152,0.238296
6002.646993,0.238687
6002.646838,0.239349
6002.646683,0.239418
6002.646525,0.240046
6002.64637,0.240816
6002.646215,0.241072
6002.646056,0.241989
6002.645901,0.242628
6002.645743,0.244015
6002.645588,0.245244
6002.645433,0.246482
6002.645275,0.24769
6002.64512,0.248995
6002.644961,0.249931
6002.644806,0.251069
6002.644651,0.25187
6002.644493,0.252499
6002.644338,0.252921
6002.644183,0.253247
6002.644024,0.253702
6002.643869,0.253805
6002.643711,0.253821
6002.643556,0.253904
6002.643401,0.253839
6002.643242,0.25328
6002.643087,0.252775
6002.642929,0.252466
6002.642774,0.252439
6002.642619,0.25228
6002.64246,0.252235
6002.642306,0.252144
6002.642147,0.252231
6002.641992,0.252524
6002.641837,0.253105
6002.641679,0.253836
6002.641524,0.254933
6002.641369,0.256084
6002.64121,0.257652
6002.641055,0.25898
6002.640897,0.261296
6002.640742,0.262973
6002.640587,0.265409
6002.640428,0.267031
6002.640273,0.268772
6002.640115,0.269924
6002.63996,0.271005
6002.639805,0.272199
6002.639646,0.273106
6002.639491,0.273818
6002.639333,0.274175
6002.639178,0.274326
6002.639023,0.273925
6002.638864,0.273417
6002.63871,0.272703
6002.638555,0.272154
6002.638396,0.27114
6002.638241,0.270291
6002.638083,0.270334
6002.637928,0.270346
6002.637773,0.270344
6002.637614,0.270628
6002.637459,0.270682
6002.637301,0.271497
6002.637146,0.272573
6002.636991,0.273168
6002.636832,0.274313
6002.636677,0.275197
6002.636519,0.276204
6002.636364,0.277148
6002.636209,0.278103
6002.63605,0.278532
6002.635895,0.278967
6002.635741,0.279746
6002.635582,0.279902
6002.635427,0.280037
6002.635269,0.280329
6002.635114,0.280314
6002.634959,0.280635
6002.6348,0.28093
6002.634645,0.280963
6002.634487,0.280722
6002.634332,0.280854
6002.634177,0.281086
6002.634018,0.281155
6002.633863,0.281578
6002.633705,0.282273
6002.63355,0.282625
6002.633395,0.283513
6002.633236,0.284031
6002.633081,0.284766
6002.632926,0.285263
6002.632768,0.286102
6002.632613,0.2866
6002.632454,0.286971
6002.6323,0.287553
6002.632145,0.288057
6002.631986,0.288978
6002.631831,0.290112
6002.631673,0.291423
6002.631518,0.292438
6002.631363,0.293839
6002.631204,0.294595
6002.631049,0.295591
6002.630891,0.296336
6002.630736,0.297431
6002.630581,0.298318
6002.630422,0.299433
6002.630267,0.30007
6002.630112,0.301095
6002.629954,0.301965
6002.629799,0.302636
6002.62964,0.303501
6002.629485,0.30455
6002.629331,0.305449
6002.629172,0.306719
6002.629017,0.308488
6002.628859,0.310107
6002.628704,0.311935
6002.628549,0.314017
6002.62839,0.31569
6002.628235,0.31771
6002.628077,0.319735
6002.627922,0.321376
6002.627767,0.323286
6002.627608,0.325034
6002.627453,0.327006
6002.627298,0.328403
6002.62714,0.330128
6002.626985,0.331058
6002.626826,0.332323
6002.626671,0.332586
6002.626516,0.33291
6002.626358,0.332749
6002.626203,0.333106
6002.626044,0.332409
6002.62589,0.332269
6002.625735,0.331953
6002.625576,0.331434
6002.625421,0.330668
6002.625263,0.329947
6002.625108,0.329394
6002.624953,0.328578
6002.624794,0.32811
6002.624639,0.327732
6002.624484,0.32709
6002.624326,0.326835
6002.624171,0.327123
6002.624012,0.326819
6002.623857,0.327121
6002.623702,0.327574
6002.623544,0.328283
6002.623389,0.329197
6002.62323,0.329925
6002.623075,0.330787
6002.622921,0.332326
6002.622762,0.333659
6002.622607,0.335214
6002.622449,0.336321
6002.622294,0.337436
6002.622139,0.338065
6002.62198,0.339155
6002.621825,0.339929
6002.62167,0.340684
6002.621512,0.341663
6002.621357,0.342398
6002.621198,0.343029
6002.621043,0.343832
6002.620888,0.344208
6002.62073,0.344579
6002.620575,0.345361
6002.620416,0.34599
6002.620261,0.347278
6002.620106,0.349121
6002.619948,0.350658
6002.619793,0.353037
6002.619634,0.355363
6002.61948,0.357718
6002.619325,0.360395
6002.619166,0.362871
6002.619011,0.365491
6002.618856,0.36802
6002.618698,0.370494
6002.618543,0.372996
6002.618384,0.375179
6002.618229,0.37748
6002.618074,0.379604
6002.617916,0.381526
6002.617761,0.383976
6002.617602,0.385909
6002.617447,0.388086
6002.617292,0.390125
6002.617134,0.39191
6002.616979,0.393387
6002.61682,0.395207
6002.616665,0.39694
6002.616511,0.398414
6002.616352,0.400143
6002.616197,0.401534
6002.616042,0.403271
6002.615884,0.405165
6002.615729,0.407096
6002.61557,0.408505
6002.615415,0.41022
6002.61526,0.412421
6002.615102,0.414524
6002.614947,0.416664
6002.614788,0.418979
6002.614633,0.421638
6002.614478,0.424403
6002.61432,0.42749
6002.614165,0.430762
6002.614006,0.434119
6002.613851,0.438025
6002.613696,0.44168
6002.613538,0.445801
6002.613383,0.449011
6002.613228,0.452134
6002.61307,0.454909
6002.612915,0.4577
6002.612756,0.459773
6002.612601,0.462129
6002.612446,0.464121
6002.612288,0.465813
6002.612133,0.467685
6002.611974,0.468806
6002.611819,0.47025
6002.611664,0.471151
6002.611506,0.472483
6002.611351,0.474016
6002.611192,0.475198
6002.611037,0.476282
6002.610882,0.477396
6002.610724,0.478301
6002.610569,0.479594
6002.610414,0.480791
6002.610255,0.481815
6002.610101,0.483156
6002.609942,0.484526
6002.609787,0.486128
6002.609632,0.488164
6002.609474,0.490503
6002.609319,0.492425
6002.60916,0.494407
6002.609005,0.496138
6002.60885,0.498005
6002.608692,0.499796
6002.608537,0.501376
6002.608378,0.50261
6002.608223,0.503901
6002.608068,0.504804
6002.60791,0.505809
6002.607755,0.506749
6002.6076,0.507328
6002.607441,0.507877
6002.607286,0.508349
6002.607128,0.508637
6002.606973,0.508774
6002.606818,0.50905
6002.60666,0.509388
6002.606505,0.5103
6002.606346,0.511176
6002.606191,0.512644
6002.606036,0.513972
6002.605878,0.515513
6002.605723,0.517789
6002.605564,0.520253
6002.605409,0.522886
6002.605254,0.525962
6002.605096,0.529062
6002.604941,0.532228
6002.604786,0.535605
6002.604627,0.538634
6002.604472,0.541022
6002.604314,0.543291
6002.604159,0.545581
6002.604004,0.548374
6002.603846,0.550101
6002.603691,0.552843
6002.603532,0.55497
6002.603377,0.557619
6002.603222,0.559641
6002.603064,0.561407
6002.602909,0.563126
6002.602754,0.564817
6002.602595,0.566353
6002.60244,0.56812
6002.602282,0.569929
6002.602127,0.571973
6002.601972,0.573643
6002.601813,0.575623
6002.601658,0.577189
6002.6015,0.578807
6002.601345,0.580433
6002.60119,0.582104
6002.601031,0.584419
6002.600877,0.585913
6002.600718,0.588641
6002.600563,0.591314
6002.600408,0.594267
6002.60025,0.596894
6002.600095,0.599989
6002.59994,0.602694
6002.599781,0.605623
6002.599626,0.608237
6002.599468,0.610698
6002.599313,0.613393
6002.599158,0.615752
6002.598999,0.618326
6002.598844,0.620553
6002.598686,0.622795
6002.598531,0.624708
6002.598376,0.626507
6002.598217,0.627984
6002.598063,0.629354
6002.597904,0.630629
6002.597749,0.631938
6002.597594,0.633017
6002.597436,0.634354
6002.597281,0.635713
6002.597126,0.6377
6002.596967,0.63952
6002.596812,0.641508
6002.596654,0.643416
6002.596499,0.64571
6002.596344,0.648182
6002.596185,0.650816
6002.59603,0.654009
6002.595872,0.657722
6002.595717,0.661182
6002.595562,0.665166
6002.595403,0.668887
6002.595248,0.672289
6002.59509,0.675091
6002.594935,0.678616
6002.59478,0.681747
6002.594622,0.685089
6002.594467,0.688416
6002.594312,0.691591
6002.594153,0.694779
6002.593998,0.697917
6002.59384,0.701047
6002.593685,0.704066
6002.59353,0.706787
6002.593371,0.710354
6002.593216,0.713384
6002.593058,0.717392
6002.592903,0.721614
6002.592748,0.725504
6002.592589,0.729847
6002.592434,0.733652
6002.592276,0.738051
6002.592121,0.741859
6002.591966,0.74611
6002.591807,0.750154
6002.591653,0.754332
6002.591498,0.758707
6002.591339,0.763378
6002.591184,0.76769
6002.591026,0.772445
6002.590871,0.776757
6002.590716,0.780935
6002.590557,0.785067
6002.590402,0.788948
6002.590244,0.792875
6002.590089,0.796444
6002.589934,0.800243
6002.589775,0.804142
6002.58962,0.807524
6002.589462,0.811895
6002.589307,0.815888
6002.589152,0.819707
6002.588993,0.823772
6002.588839,0.828237
6002.588684,0.83208
6002.588525,0.836531
6002.58837,0.841657
6002.588212,0.846623
6002.588057,0.852773
6002.587902,0.858744
6002.587743,0.865173
6002.587588,0.871199
6002.58743,0.877868
6002.587275,0.884334
6002.58712,0.891116
6002.586961,0.89839
6002.586806,0.905313
6002.586648,0.91194
6002.586493,0.91914
6002.586338,0.9267
6002.586179,0.933477
6002.586025,0.939878
6002.58587,0.946632
6002.585711,0.951939
6002.585556,0.957413
6002.585398,0.962931
6002.585243,0.967199
6002.585088,0.970674
6002.584929,0.974304
6002.584774,0.976715
6002.584616,0.978635
6002.584461,0.979424
6002.584306,0.981538
6002.584147,0.983051
6002.583992,0.984721
6002.583834,0.988201
6002.583679,0.991158
6002.583524,0.995435
6002.583365,0.999828
6002.58321,1.004006
6002.583056,1.009078
6002.582897,1.013996
6002.582742,1.019087
6002.582584,1.02446
6002.582429,1.028889
6002.582274,1.034348
6002.582115,1.03921
6002.58196,1.044331
6002.581802,1.050188
6002.581647,1.055708
6002.581492,1.060849
6002.581333,1.066245
6002.581178,1.0719
6002.58102,1.077798
6002.580865,1.082617
6002.58071,1.087917
6002.580551,1.092821
6002.580396,1.097884
6002.580242,1.10302
6002.580083,1.108441
6002.579928,1.113411
6002.57977,1.119055
6002.579615,1.124742
6002.57946,1.129981
6002.579301,1.13551
6002.579146,1.140698
6002.578988,1.146639
6002.578833,1.152356
6002.578678,1.158418
6002.578519,1.164346
6002.578364,1.171264
6002.578206,1.177592
6002.578051,1.183893
6002.577896,1.191449
6002.577737,1.198141
6002.577582,1.206614
6002.577428,1.214613
6002.577269,1.221806
6002.577114,1.229468
6002.576956,1.235461
6002.576801,1.241326
6002.576646,1.245745
6002.576487,1.248915
6002.576332,1.251911
6002.576174,1.25397
6002.576019,1.255793
6002.575864,1.258202
6002.575705,1.260767
6002.57555,1.263886
6002.575392,1.268399
6002.575237,1.2729
6002.575082,1.278321
6002.574923,1.283436
6002.574768,1.286977
6002.574613,1.293576
6002.574455,1.298539
6002.5743,1.30331
6002.574141,1.30777
6002.573987,1.31236
6002.573832,1.317099
6002.573673,1.322021
6002.573518,1.326153
6002.57336,1.331351
6002.573205,1.336262
6002.57305,1.34204
6002.572891,1.346858
6002.572736,1.352755
6002.572578,1.359244
6002.572423,1.365363
6002.572268,1.371761
6002.572109,1.377359
6002.571954,1.383748
6002.571799,1.389106
6002.571641,1.394258
6002.571486,1.399694
6002.571327,1.403865
6002.571173,1.406525
6002.571018,1.410878
6002.570859,1.413449
6002.570704,1.416415
6002.570546,1.420564
6002.570391,1.423455
6002.570236,1.427541
6002.570077,1.429336
6002.569922,1.433275
6002.569764,1.43736
6002.569609,1.440256
6002.569454,1.443938
6002.569295,1.447515
6002.56914,1.451577
6002.568985,1.455003
6002.568827,1.458975
6002.568672,1.461696
6002.568513,1.465758
6002.568359,1.46809
6002.568204,1.470668
6002.568045,1.47118
6002.56789,1.474582
6002.567732,1.475767
6002.567577,1.478943
6002.567422,1.480861
6002.567263,1.481923
6002.567108,1.481802
6002.56695,1.481123
6002.566795,1.481436
6002.56664,1.481115
6002.566481,1.480505
6002.566326,1.48068
6002.566171,1.481482
6002.566013,1.480714
6002.565858,1.48199
6002.565699,1.482765
6002.565545,1.482166
6002.56539,1.483624
6002.565231,1.484098
6002.565076,1.484891
6002.564918,1.485481
6002.564763,1.486675
6002.564608,1.486747
6002.564449,1.487605
6002.564294,1.488677
6002.564136,1.488884
6002.563981,1.488509
6002.563826,1.489077
6002.563667,1.488672
6002.563512,1.489855
6002.563357,1.490888
6002.563199,1.491897
6002.563044,1.493372
6002.562885,1.494162
6002.562731,1.494173
6002.562576,1.492794
6002.562417,1.492995
6002.562262,1.490639
6002.562104,1.487888
6002.561949,1.484864
6002.561794,1.482308
6002.561635,1.479943
6002.56148,1.476356
6002.561325,1.471317
6002.561167,1.467067
6002.561012,1.46369
6002.560853,1.459014
6002.560698,1.454896
6002.560543,1.451854
6002.560385,1.448084
6002.56023,1.446145
6002.560071,1.44355
6002.559917,1.442792
6002.559762,1.440854
6002.559603,1.439542
6002.559448,1.43716
6002.55929,1.435586
6002.559135,1.434465
6002.55898,1.431832
6002.558821,1.428944
6002.558666,1.426346
6002.558511,1.423511
6002.558353,1.420375
6002.558198,1.417428
6002.558039,1.413142
6002.557884,1.409916
6002.557729,1.405875
6002.557571,1.401852
6002.557416,1.399666
6002.557257,1.396278
6002.557103,1.394939
6002.556948,1.392419
6002.556789,1.390287
6002.556634,1.38881
6002.556476,1.386954
6002.556321,1.38516
6002.556166,1.382158
6002.556007,1.380413
6002.555852,1.378457
6002.555697,1.375996
6002.555539,1.374843
6002.555384,1.373346
6002.555225,1.371615
6002.55507,1.37031
6002.554915,1.368475
6002.554757,1.36659
6002.554602,1.36526
6002.554443,1.36332
6002.554289,1.361185
6002.554134,1.359423
6002.553975,1.357755
6002.55382,1.355886
6002.553662,1.354099
6002.553507,1.351105
6002.553352,1.348922
6002.553193,1.346259
6002.553038,1.34255
6002.552883,1.33984
6002.552725,1.336084
6002.55257,1.333076
6002.552411,1.329888
6002.552256,1.326382
6002.552101,1.322726
6002.551943,1.319393
6002.551788,1.316663
6002.551629,1.313914
6002.551475,1.312011
6002.55132,1.309244
6002.551161,1.307144
6002.551006,1.305138
6002.550848,1.304269
6002.550693,1.301845
6002.550538,1.300228
6002.550379,1.298081
6002.550224,1.295804
6002.550069,1.293136
6002.549911,1.289548
6002.549756,1.28669
6002.549597,1.282864
6002.549442,1.278986
6002.549287,1.275542
6002.549129,1.270354
6002.548974,1.264522
6002.548815,1.257947
6002.548661,1.252036
6002.548506,1.246029
6002.548347,1.241922
6002.548192,1.236998
6002.548034,1.233399
6002.547879,1.229749
6002.547724,1.226671
6002.547565,1.224189
6002.54741,1.22181
6002.547255,1.220622
6002.547097,1.218977
6002.546942,1.218741
6002.546783,1.217316
6002.546628,1.215998
6002.546473,1.214744
6002.546315,1.21363
6002.54616,1.212588
6002.546001,1.211387
6002.545847,1.208916
6002.545692,1.207795
6002.545533,1.206553
6002.545378,1.204318
6002.54522,1.202212
6002.545065,1.19999
6002.54491,1.198163
6002.544751,1.195297
6002.544596,1.193364
6002.544441,1.190719
6002.544283,1.187679
6002.544128,1.184485
6002.543969,1.181892
6002.543814,1.17878
6002.54366,1.175827
6002.543501,1.172552
6002.543346,1.169634
6002.543188,1.166591
6002.543033,1.162882
6002.542878,1.160679
6002.542719,1.15801
6002.542564,1.155995
6002.542406,1.153793
6002.542251,1.152803
6002.542096,1.152216
6002.541937,1.151858
6002.541782,1.152536
6002.541627,1.151513
6002.541469,1.151623
6002.541314,1.151859
6002.541155,1.150846
6002.541,1.149783
6002.540846,1.14796
6002.540687,1.145165
6002.540532,1.141707
6002.540374,1.138799
6002.540219,1.135151
6002.540064,1.131962
6002.539905,1.129427
6002.53975,1.125803
6002.539592,1.123049
6002.539437,1.121693
6002.539282,1.119118
6002.539123,1.117765
6002.538968,1.116722
6002.538813,1.115996
6002.538655,1.11464
6002.5385,1.113584
6002.538341,1.112964
6002.538186,1.112267
6002.538032,1.111567
6002.537873,1.110888
6002.537718,1.110571
6002.53756,1.110468
6002.537405,1.109695
6002.53725,1.109517
6002.537091,1.109521
6002.536936,1.108325
6002.536778,1.10749
6002.536623,1.106125
6002.536468,1.104412
6002.536309,1.102683
6002.536154,1.099897
