NotWavenumber,NotIntensity
6002.856493,0.109681
6002.856338,0.110054
6002.856183,0.110415
6002.856024,0.111038
6002.855869,0.111755
6002.855711,0.112552
6002.855556,0.113209
6002.855401,0.113781
6002.855242,0.114296
6002.855088,0.114909
6002.854929,0.115716
6002.854774,0.116182
6002.854619,0.116519
6002.854461,0.117085
6002.854306,0.117285
6002.854147,0.117675
6002.853992,0.118103
6002.853837,0.118613
6002.853679,0.118913
6002.853524,0.119324
6002.853369,0.119474
6002.85321,0.11972
6002.853055,0.119427
6002.852897,0.119578
6002.852742,0.119318
6002.852587,0.119096
6002.852428,0.118895
6002.852273,0.118988
6002.852115,0.118903
6002.85196,0.118857
6002.851805,0.118779
6002.851646,0.118319
6002.851491,0.117933
6002.851333,0.117246
6002.851178,0.116617
6002.851023,0.115603
6002.850864,0.115018
6002.850709,0.113907
6002.850554,0.112696
6002.850396,0.111694
6002.850241,0.110308
6002.850082,0.108896
6002.849927,0.108444
6002.849772,0.107508
6002.849614,0.106999
6002.849459,0.10686
6002.8493,0.106762
6002.849145,0.106826
6002.848991,0.10695
6002.848832,0.10735
6002.848677,0.107697
6002.848522,0.10819
6002.848364,0.108649
6002.848209,0.10941
6002.84805,0.109798
6002.847895,0.110545
6002.84774,0.110768
6002.847582,0.111248
6002.847427,0.11114
6002.847268,0.111245
6002.847113,0.110571
6002.846958,0.11036
6002.8468,0.10952
6002.846645,0.108916
6002.846486,0.107972
6002.846331,0.106937
6002.846176,0.106202
6002.846018,0.105532
6002.845863,0.105003
6002.845708,0.104483
6002.845549,0.103956
6002.845394,0.103913
6002.845236,0.10377
6002.845081,0.10365
6002.844926,0.10388
6002.844767,0.104306
6002.844612,0.104624
6002.844454,0.105054
6002.844299,0.105769
6002.844144,0.106256
6002.843985,0.106857
6002.84383,0.107097
6002.843672,0.107401
6002.843517,0.107788
6002.843362,0.108192
6002.843203,0.1084
6002.843049,0.108306
6002.842894,0.108238
6002.842735,0.107525
6002.84258,0.106854
6002.842422,0.105444
6002.842267,0.104282
6002.842112,0.102513
6002.841953,0.100987
6002.841798,0.099286
6002.84164,0.097643
6002.841485,0.095863
6002.84133,0.094318
6002.841171,0.093214
6002.841016,0.091745
6002.840858,0.090885
6002.840703,0.089831
6002.840548,0.08916
6002.840389,0.088713
6002.840234,0.088543
6002.840079,0.087971
6002.839921,0.088164
6002.839766,0.088342
6002.839607,0.088526
6002.839452,0.088755
6002.839297,0.089118
6002.839139,0.089891
6002.838984,0.090803
6002.838825,0.091562
6002.83867,0.092242
6002.838515,0.092976
6002.838357,0.093537
6002.838202,0.094347
6002.838043,0.095083
6002.837888,0.095612
6002.837733,0.096505
6002.837575,0.096578
6002.83742,0.097215
6002.837265,0.097328
6002.837106,0.097668
6002.836952,0.097892
6002.836793,0.098178
6002.836638,0.09822
6002.836483,0.09851
6002.836325,0.098524
6002.83617,0.098932
6002.836011,0.099178
6002.835856,0.099878
6002.835701,0.100497
6002.835543,0.101081
6002.835388,0.101986
6002.835229,0.102468
6002.835074,0.103093
6002.834919,0.103221
6002.834761,0.104326
6002.834606,0.104975
6002.834451,0.105885
6002.834292,0.10658
6002.834137,0.10694
6002.833979,0.107181
6002.833824,0.107209
6002.833669,0.106815
6002.83351,0.106476
6002.833355,0.105865
6002.833197,0.105451
6002.833042,0.104686
6002.832887,0.104269
6002.832728,0.103472
6002.832573,0.102824
6002.832415,0.101809
6002.83226,0.101091
6002.832105,0.100813
6002.831946,0.101237
6002.831791,0.101326
6002.831637,0.102176
6002.831478,0.102978
6002.831323,0.103724
6002.831164,0.104984
6002.83101,0.105716
6002.830855,0.106427
6002.830696,0.107687
6002.830541,0.10825
6002.830383,0.109084
6002.830228,0.109748
6002.830073,0.1099
6002.829914,0.109977
6002.829759,0.1094
6002.829601,0.10946
6002.829446,0.108785
6002.829291,0.107935
6002.829132,0.106631
6002.828977,0.105557
6002.828822,0.104163
6002.828664,0.103146
6002.828509,0.101902
6002.82835,0.101043
6002.828195,0.100411
6002.82804,0.100045
6002.827882,0.100029
6002.827727,0.100146
6002.827568,0.100657
6002.827413,0.100932
6002.827258,0.101831
6002.8271,0.102735
6002.826945,0.104238
6002.826786,0.105889
6002.826631,0.107259
6002.826476,0.108672
6002.826318,0.110062
6002.826163,0.110466
6002.826008,0.110997
6002.825849,0.11097
6002.825695,0.111195
6002.825536,0.110871
6002.825381,0.110131
6002.825226,0.109757
6002.825068,0.109117
6002.824913,0.108459
6002.824754,0.107811
6002.824599,0.107536
6002.824444,0.106997
6002.824286,0.106189
6002.824131,0.106015
6002.823972,0.105496
6002.823817,0.105512
6002.823662,0.105082
6002.823504,0.105117
6002.823349,0.10507
6002.823194,0.105651
6002.823035,0.105809
6002.82288,0.106182
6002.822722,0.106424
6002.822567,0.107367
6002.822412,0.107988
6002.822253,0.108634
6002.822098,0.10916
6002.82194,0.11011
6002.821785,0.110554
6002.82163,0.111565
6002.821471,0.112551
6002.821316,0.113563
6002.821158,0.114047
6002.821003,0.114881
6002.820848,0.115442
6002.820689,0.115363
6002.820534,0.115579
6002.82038,0.115616
6002.820221,0.115311
6002.820066,0.115058
6002.819907,0.114622
6002.819753,0.114285
6002.819598,0.113689
6002.819439,0.113248
6002.819284,0.112626
6002.819126,0.111957
6002.818971,0.111617
6002.818816,0.111383
6002.818657,0.111658
6002.818502,0.111541
6002.818344,0.111534
6002.818189,0.111503
6002.818034,0.111602
6002.817875,0.111519
6002.81772,0.111526
6002.817565,0.111759
6002.817407,0.111393
6002.817252,0.111879
6002.817093,0.111887
6002.816938,0.112117
6002.816783,0.112057
6002.816625,0.111906
6002.81647,0.112096
6002.816311,0.111812
6002.816156,0.111672
6002.816001,0.11156
6002.815843,0.110939
6002.815688,0.11079
6002.815529,0.110519
6002.815374,0.109676
6002.815219,0.109311
6002.815061,0.108552
6002.814906,0.108359
6002.814751,0.107717
6002.814593,0.107843
6002.814438,0.107792
6002.814279,0.107501
6002.814124,0.107462
6002.813969,0.107414
6002.813811,0.107839
6002.813656,0.108198
6002.813497,0.109003
6002.813342,0.109329
6002.813187,0.110183
6002.813029,0.111367
6002.812874,0.11229
6002.812715,0.113023
6002.81256,0.114062
6002.812405,0.114798
6002.812247,0.115345
6002.812092,0.115589
6002.811937,0.115783
6002.811778,0.115958
6002.811623,0.116315
6002.811465,0.116315
6002.81131,0.116394
6002.811155,0.116353
6002.810996,0.116407
6002.810841,0.116132
6002.810683,0.116566
6002.810528,0.116716
6002.810373,0.116792
6002.810214,0.117062
6002.810059,0.11736
6002.809901,0.118116
6002.809746,0.118703
6002.809591,0.119276
6002.809432,0.120198
6002.809278,0.120701
6002.809123,0.121596
6002.808964,0.121907
6002.808809,0.122625
6002.808651,0.122374
6002.808496,0.122616
6002.808341,0.122277
6002.808182,0.122244
6002.808027,0.121914
6002.807869,0.121039
6002.807714,0.120408
6002.807559,0.119537
6002.8074,0.11819
6002.807245,0.117057
6002.80709,0.115709
6002.806932,0.114349
6002.806777,0.113058
6002.806618,0.111528
6002.806463,0.110224
6002.806308,0.10911
6002.80615,0.107643
6002.805995,0.106694
6002.805836,0.105777
6002.805681,0.105528
6002.805526,0.105106
6002.805368,0.105457
6002.805213,0.105562
6002.805054,0.105728
6002.804899,0.106409
6002.804744,0.106791
6002.804586,0.107293
6002.804431,0.107818
6002.804276,0.108099
6002.804118,0.108694
6002.803963,0.109103
6002.803804,0.109671
6002.803649,0.110073
6002.803494,0.110537
6002.803336,0.110806
6002.803181,0.111512
6002.803022,0.111986
6002.802867,0.11283
6002.802712,0.113359
6002.802554,0.113918
6002.802399,0.11399
6002.80224,0.11413
6002.802085,0.114699
6002.80193,0.114707
6002.801772,0.115
6002.801617,0.115254
6002.801462,0.115634
6002.801303,0.116046
6002.801148,0.11638
6002.80099,0.116988
6002.800835,0.117692
6002.80068,0.118728
6002.800521,0.1193
6002.800366,0.120278
6002.800208,0.120891
6002.800053,0.12131
6002.799898,0.121798
6002.799739,0.122358
6002.799584,0.122898
6002.799426,0.123321
6002.799271,0.12364
6002.799116,0.123442
6002.798957,0.123695
6002.798803,0.123593
6002.798648,0.12366
6002.798489,0.123675
6002.798334,0.123468
6002.798176,0.123263
6002.798021,0.122938
6002.797866,0.122581
6002.797707,0.121864
6002.797552,0.121228
6002.797394,0.119886
6002.797239,0.119075
6002.797084,0.118215
6002.796925,0.117507
6002.79677,0.117117
6002.796612,0.117491
6002.796457,0.117601
6002.796302,0.117769
6002.796143,0.118131
6002.795988,0.118465
6002.795833,0.119207
6002.795675,0.119901
6002.79552,0.120581
6002.795361,0.121033
6002.795206,0.12117
6002.795051,0.121133
6002.794893,0.120869
6002.794738,0.12038
6002.794579,0.119627
6002.794424,0.119108
6002.79427,0.118014
6002.794111,0.117243
6002.793956,0.116323
6002.793797,0.115235
6002.793643,0.113696
6002.793488,0.112625
6002.793329,0.111222
6002.793174,0.109584
6002.793019,0.108821
6002.792861,0.107438
6002.792706,0.10679
6002.792547,0.105699
6002.792392,0.105163
6002.792237,0.10479
6002.792079,0.104383
6002.791924,0.104254
6002.791765,0.104508
6002.79161,0.105174
6002.791455,0.106047
6002.791297,0.107133
6002.791142,0.108022
6002.790983,0.109126
6002.790828,0.109609
6002.790673,0.109787
6002.790515,0.109811
6002.79036,0.109613
6002.790205,0.109021
6002.790046,0.10872
6002.789891,0.107912
6002.789733,0.107701
6002.789578,0.107306
6002.789423,0.106631
6002.789264,0.106521
6002.78911,0.106166
6002.788951,0.105952
6002.788796,0.105826
6002.788641,0.105854
6002.788483,0.105856
6002.788328,0.10596
6002.788169,0.106375
6002.788014,0.10638
6002.787859,0.107155
6002.787701,0.107784
6002.787546,0.108099
6002.787391,0.108789
6002.787232,0.109645
6002.787077,0.110272
6002.786919,0.111233
6002.786764,0.111794
6002.786609,0.112051
6002.78645,0.112291
6002.786295,0.11232
6002.786137,0.112159
6002.785982,0.112148
6002.785827,0.111796
6002.785668,0.111787
6002.785513,0.111701
6002.785355,0.111231
6002.7852,0.110719
6002.785045,0.110446
6002.784886,0.109495
6002.784731,0.108891
6002.784577,0.108148
6002.784418,0.107306
6002.784263,0.106391
6002.784104,0.105767
6002.78395,0.104899
6002.783795,0.104459
6002.783636,0.103735
6002.783481,0.103475
6002.783323,0.103055
6002.783168,0.10285
6002.783013,0.103195
6002.782854,0.103416
6002.782699,0.103931
6002.782541,0.104441
6002.782386,0.104901
6002.782231,0.105324
6002.782072,0.105736
6002.781917,0.106219
6002.781762,0.106188
6002.781604,0.106177
6002.781449,0.105769
6002.78129,0.105572
6002.781135,0.105055
6002.78098,0.104701
6002.780822,0.104203
6002.780667,0.103242
6002.780508,0.102422
6002.780353,0.10125
6002.780198,0.10007
6002.78004,0.099103
6002.779885,0.098136
6002.779726,0.09726
6002.779571,0.096382
6002.779417,0.095994
6002.779258,0.095363
6002.779103,0.094927
6002.778948,0.094682
6002.77879,0.094432
6002.778635,0.094641
6002.778476,0.095218
6002.778321,0.09577
6002.778166,0.096373
6002.778008,0.097201
6002.777853,0.098316
6002.777694,0.099379
6002.777539,0.100091
6002.777384,0.101125
6002.777226,0.101887
6002.777071,0.102737
6002.776912,0.103238
6002.776757,0.104107
6002.776602,0.10454
6002.776444,0.104943
6002.776289,0.105333
6002.776134,0.105418
6002.775975,0.105724
6002.77582,0.105887
6002.775662,0.106013
6002.775507,0.105722
6002.775352,0.105846
6002.775193,0.105986
6002.775038,0.105814
6002.77488,0.106194
6002.774725,0.106464
6002.77457,0.106871
6002.774412,0.107646
6002.774257,0.108168
6002.774098,0.108837
6002.773943,0.109731
6002.773788,0.110512
6002.77363,0.111086
6002.773475,0.111298
6002.77332,0.11165
6002.773161,0.111677
6002.773006,0.111524
6002.772848,0.111419
6002.772693,0.111005
6002.772538,0.110751
6002.772379,0.110066
6002.772224,0.109452
6002.772066,0.108512
6002.771911,0.107129
6002.771756,0.106145
6002.771597,0.105092
6002.771442,0.104327
6002.771284,0.10334
6002.771129,0.10241
6002.770974,0.101822
6002.770815,0.100996
6002.77066,0.100493
6002.770505,0.100205
6002.770347,0.099596
6002.770192,0.099194
6002.770033,0.098956
6002.769879,0.099103
6002.769724,0.099345
6002.769565,0.0998
6002.76941,0.100223
6002.769252,0.100848
6002.769097,0.101472
6002.768942,0.102059
6002.768783,0.102516
6002.768628,0.102601
6002.76847,0.102407
6002.768315,0.102443
6002.76816,0.10268
6002.768001,0.102933
6002.767846,0.102651
6002.767691,0.102821
6002.767533,0.102758
6002.767378,0.10278
6002.767219,0.102664
6002.767064,0.10246
6002.766909,0.102504
6002.766751,0.102427
6002.766596,0.102704
6002.766437,0.10296
6002.766282,0.103397
6002.766127,0.103608
6002.765969,0.104374
6002.765814,0.104955
6002.765659,0.105506
6002.7655,0.106267
6002.765346,0.107415
6002.765187,0.108597
6002.765032,0.109674
6002.764877,0.110536
6002.764719,0.111737
6002.764564,0.11243
6002.764405,0.113242
6002.76425,0.114004
6002.764095,0.114411
6002.763937,0.115044
6002.763782,0.115076
6002.763623,0.11536
6002.763468,0.115387
6002.763313,0.115559
6002.763155,0.115247
6002.763,0.114785
6002.762845,0.114547
6002.762686,0.113745
6002.762531,0.112355
6002.762373,0.110954
6002.762218,0.109997
6002.762063,0.108957
6002.761904,0.108049
6002.761749,0.107292
6002.761591,0.106589
6002.761436,0.106083
6002.761281,0.105473
6002.761122,0.104898
6002.760968,0.104786
6002.760809,0.10434
6002.760654,0.104419
6002.760499,0.104628
6002.760341,0.104648
6002.760186,0.104769
6002.760031,0.10487
6002.759872,0.104942
6002.759717,0.10521
6002.759559,0.10516
6002.759404,0.105336
6002.759249,0.105322
6002.75909,0.105099
6002.758935,0.104943
6002.758777,0.104582
6002.758622,0.104014
6002.758467,0.103428
6002.758308,0.102771
6002.758153,0.102401
6002.757995,0.102006
6002.75784,0.101799
6002.757685,0.101891
6002.757526,0.102171
6002.757371,0.102516
6002.757216,0.102985
6002.757058,0.103685
6002.756903,0.10457
6002.756744,0.105683
6002.756589,0.107087
6002.756435,0.109386
6002.756276,0.111234
6002.756121,0.113245
6002.755963,0.114603
6002.755808,0.115787
6002.755653,0.116949
6002.755494,0.117169
6002.755339,0.117914
6002.755181,0.118086
6002.755026,0.118164
6002.754871,0.117889
6002.754712,0.117609
6002.754557,0.116931
6002.754402,0.116546
6002.754244,0.115665
6002.754089,0.114602
6002.75393,0.113493
6002.753775,0.112203
6002.75362,0.111551
6002.753462,0.11106
6002.753307,0.110588
6002.753148,0.110195
6002.752993,0.109756
6002.752838,0.109462
6002.75268,0.109306
6002.752525,0.109361
6002.752366,0.109276
6002.752211,0.109465
6002.752057,0.109373
6002.751898,0.109432
6002.751743,0.10962
6002.751588,0.109375
6002.75143,0.109257
6002.751275,0.108874
6002.751116,0.108475
6002.750961,0.108043
6002.750806,0.107433
6002.750648,0.106893
6002.750493,0.106399
6002.750334,0.106196
6002.750179,0.105603
6002.750024,0.105719
6002.749866,0.105643
6002.749711,0.105442
6002.749552,0.105392
6002.749397,0.106022
6002.749242,0.105773
6002.749084,0.106407
6002.748929,0.106768
6002.748774,0.107499
6002.748615,0.108126
6002.74846,0.108914
6002.748302,0.109409
6002.748147,0.110231
6002.747992,0.110881
6002.747833,0.111591
6002.747679,0.112357
6002.74752,0.112801
6002.747365,0.113239
6002.74721,0.113627
6002.747052,0.113761
6002.746897,0.113988
6002.746738,0.114123
6002.746583,0.113905
6002.746428,0.113635
6002.74627,0.113227
6002.746115,0.112871
6002.74596,0.112446
6002.745801,0.112232
6002.745646,0.112138
6002.745488,0.111918
6002.745333,0.111527
6002.745178,0.111452
6002.745019,0.111195
6002.744864,0.11114
6002.744706,0.110876
6002.744551,0.111367
6002.744396,0.111292
6002.744237,0.112061
6002.744082,0.112144
6002.743924,0.112734
6002.743769,0.113173
6002.743614,0.1136
6002.743455,0.113951
6002.743301,0.114474
6002.743146,0.115132
6002.742987,0.115464
6002.742832,0.115871
6002.742674,0.116154
6002.742519,0.116567
6002.742364,0.116159
6002.742205,0.11609
6002.74205,0.116109
6002.741892,0.116121
6002.741737,0.115758
6002.741582,0.115731
6002.741423,0.115381
6002.741268,0.114995
6002.74111,0.114763
6002.740955,0.114129
6002.7408,0.113753
6002.740641,0.113062
6002.740486,0.112662
6002.740331,0.112088
6002.740173,0.111503
6002.740018,0.111119
6002.739859,0.11072
6002.739704,0.110475
6002.739549,0.11031
6002.739391,0.110313
6002.739236,0.110733
6002.739077,0.111135
6002.738923,0.111434
6002.738768,0.111986
6002.738609,0.112857
6002.738454,0.113366
6002.738296,0.113942
6002.738141,0.114603
6002.737986,0.114782
6002.737827,0.114839
6002.737672,0.11501
6002.737517,0.114789
6002.737359,0.114499
6002.737204,0.114349
6002.737045,0.114172
6002.73689,0.113814
6002.736735,0.113395
6002.736577,0.11276
6002.736422,0.112629
6002.736263,0.111945
6002.736108,0.111835
6002.735953,0.111612
6002.735795,0.11146
6002.73564,0.111406
6002.735481,0.111655
6002.735326,0.111867
6002.735171,0.112064
6002.735013,0.111973
6002.734858,0.112121
