# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jul 13 15:40:13 2023
# COLUMN name:        Planet Name
# COLUMN pl_eqt:         Equilibrium Temperature [K]
name	temp
Kepler-1311 d	391
Kepler-1312 b	978
Kepler-1312 c	1659
Kepler-1313 b	1012
Kepler-1314 b	625
Kepler-1315 b	1541
Kepler-1315 c	777
Kepler-1316 b	446
Kepler-1317 b	1796
Kepler-1318 b	202
Kepler-1319 b	557
Kepler-132 b	1082
Kepler-132 c	1069
Kepler-132 d	758
Kepler-132 e	414
Kepler-1320 b	1389
Kepler-1321 b	408
Kepler-1321 c	697
Kepler-1321 d	509
Kepler-1322 b	1666
Kepler-1322 c	883
Kepler-1323 b	2291
Kepler-1324 b	895
Kepler-1325 b	564
Kepler-1326 b	938
Kepler-1327 b	831
Kepler-1328 b	1214
Kepler-1329 b	577
Kepler-133 b	1041
Kepler-133 c	663
Kepler-1330 b	879
Kepler-1331 b	1244
Kepler-1332 b	728
Kepler-1333 b	428
Kepler-1334 b	710
Kepler-1335 b	809
Kepler-1336 b	793
Kepler-1336 c	1260
Kepler-1337 b	437
Kepler-1338 b	2124
Kepler-1339 b	1642
Kepler-134 b	1105
Kepler-134 c	892
Kepler-1340 b	2174
Kepler-1341 b	241
Kepler-1342 b	1283
Kepler-1343 b	1294
Kepler-1344 b	1219
Kepler-1345 b	693
Kepler-1346 b	1236
Kepler-1347 b	617
Kepler-1348 b	636
Kepler-1349 b	1668
Kepler-135 b	1209
Kepler-135 c	975
Kepler-1350 b	535
Kepler-1350 c	730
Kepler-1351 b	1212
Kepler-1352 b	1701
Kepler-1353 b	491
Kepler-1354 b	466
Kepler-1355 b	1448
Kepler-1356 b	1714
Kepler-1357 b	1177
Kepler-1358 b	827
Kepler-1359 b	369
Kepler-136 b	951
Kepler-136 c	847
Kepler-1360 b	933
Kepler-1361 b	1061
Kepler-1362 b	248
Kepler-1363 b	988
Kepler-1364 b	1299
Kepler-1365 b	969
Kepler-1365 c	1137
Kepler-1366 b	783
Kepler-1367 b	998
Kepler-1368 b	2085
Kepler-1369 b	667
Kepler-137 b	742
Kepler-137 c	568
Kepler-1370 b	770
Kepler-1370 c	1075
Kepler-1371 b	1015
Kepler-1371 c	1216
Kepler-1372 b	1655
Kepler-1373 b	1887
Kepler-1374 b	737
Kepler-1375 b	1543
Kepler-1376 b	1042
Kepler-1377 b	1873
Kepler-1378 b	525
Kepler-1379 b	1564
Kepler-138 b	452
Kepler-138 c	410
Kepler-138 d	345
Kepler-138 e	292
Kepler-1380 b	786
Kepler-1381 b	649
Kepler-1382 b	959
Kepler-1383 b	928
Kepler-1384 b	608
Kepler-1385 b	1423
Kepler-1386 b	1011
Kepler-1387 b	1123
Kepler-1388 b	434
Kepler-1388 c	566
Kepler-1388 d	363
Kepler-1388 e	299
Kepler-1389 b	300
Kepler-139 b	752
Kepler-139 c	350
Kepler-1390 b	934
Kepler-1391 b	513
Kepler-1392 b	714
Kepler-1393 b	1249
Kepler-1394 b	1947
Kepler-1395 b	1311
Kepler-1396 b	786
Kepler-1397 b	551
Kepler-1398 b	1510
Kepler-1398 c	1324
Kepler-1399 b	1610
Kepler-14 b	1605
Kepler-140 b	1301
Kepler-140 c	428
Kepler-1400 b	725
Kepler-1401 b	808
Kepler-1402 b	1789
Kepler-1403 b	1238
Kepler-1404 b	596
Kepler-1405 b	565
Kepler-1406 b	854
Kepler-1407 b	826
Kepler-1408 b	1616
Kepler-1409 b	1733
Kepler-141 b	968
Kepler-141 c	738
Kepler-1410 b	290
Kepler-1411 b	441
Kepler-1412 b	1397
Kepler-1413 b	661
Kepler-1414 b	1033
Kepler-1415 b	1846
Kepler-1416 b	1870
Kepler-1417 b	695
Kepler-1418 b	419
Kepler-1419 b	510
Kepler-142 b	1597
Kepler-142 c	1201
Kepler-142 d	582
Kepler-1420 b	806
Kepler-1421 b	1209
Kepler-1422 b	833
Kepler-1423 b	741
Kepler-1424 b	629
Kepler-1425 b	676
Kepler-1426 b	797
Kepler-1427 b	1844
Kepler-1428 b	1049
Kepler-1429 b	1199
Kepler-143 b	838
Kepler-143 c	703
Kepler-1430 b	969
Kepler-1431 b	1064
Kepler-1432 b	709
Kepler-1433 b	1226
Kepler-1434 b	1320
Kepler-1435 b	1331
Kepler-1436 b	1001
Kepler-1437 b	770
Kepler-1438 b	1490
Kepler-1439 b	420
Kepler-144 b	1253
Kepler-144 c	1046
Kepler-1440 b	597
Kepler-1441 b	682
Kepler-1442 b	522
Kepler-1443 b	1602
Kepler-1444 b	581
Kepler-1445 b	987
Kepler-1446 b	1539
Kepler-1447 b	522
Kepler-1448 b	811
Kepler-1449 b	867
Kepler-145 b	873
Kepler-145 c	709
Kepler-1450 b	308
Kepler-1451 b	523
Kepler-1452 b	810
Kepler-1453 b	503
Kepler-1454 b	492
Kepler-1455 b	298
Kepler-1456 b	433
Kepler-1457 b	478
Kepler-1458 b	493
Kepler-1459 b	349
Kepler-146 b	639
Kepler-146 c	473
Kepler-1460 b	391
Kepler-1461 b	451
Kepler-1462 b	390
Kepler-1463 b	619
Kepler-1464 b	564
Kepler-1464 c	1023
Kepler-1465 b	668
Kepler-1466 b	585
Kepler-1467 b	411
Kepler-1468 b	1093
Kepler-1468 c	1448
Kepler-1468 d	819
Kepler-1469 b	551
Kepler-147 b	953
Kepler-147 c	689
Kepler-1470 b	574
Kepler-1471 b	1238
Kepler-1471 c	841
Kepler-1472 b	613
Kepler-1473 b	783
Kepler-1474 b	561
Kepler-1475 b	441
Kepler-1476 b	860
Kepler-1477 b	674
Kepler-1478 b	598
Kepler-1479 b	746
Kepler-148 b	1284
Kepler-148 c	957
Kepler-148 d	413
Kepler-1480 b	721
Kepler-1481 b	797
Kepler-1482 b	678
Kepler-1483 b	1131
Kepler-1484 b	624
Kepler-1485 b	728
Kepler-1486 b	538
Kepler-1487 b	1682
Kepler-1487 c	991
Kepler-1488 b	650
Kepler-1488 c	1212
Kepler-1489 b	400
Kepler-149 b	540
Kepler-149 c	436
Kepler-149 d	306
Kepler-1490 b	348
Kepler-1491 b	821
Kepler-1491 c	530
Kepler-1492 b	801
Kepler-1493 b	874
Kepler-1494 b	415
Kepler-1495 b	443
Kepler-1496 b	535
Kepler-1497 b	924
Kepler-1498 b	564
Kepler-1499 b	409
Kepler-15 b	1251
Kepler-150 b	1131
Kepler-150 c	876
Kepler-150 d	734
Kepler-150 e	544
Kepler-1500 b	928
Kepler-1501 b	787
Kepler-1502 b	608
Kepler-1503 b	321
Kepler-1504 b	485
Kepler-1505 b	525
Kepler-1506 b	783
Kepler-1507 b	630
Kepler-1508 b	967
Kepler-1509 b	667
Kepler-151 b	639
Kepler-151 c	544
Kepler-1510 b	537
Kepler-1511 b	903
Kepler-1512 b	322
Kepler-1513 b	346
Kepler-1514 b	388
Kepler-1514 c	1066
Kepler-1515 b	380
Kepler-1516 b	967
Kepler-1517 b	2336
Kepler-1518 b	1351
Kepler-1518 c	1094
Kepler-1519 b	342
Kepler-152 b	551
Kepler-152 c	326
Kepler-1520 b	1437
Kepler-1521 b	391
Kepler-1522 b	1374
Kepler-1523 b	1676
Kepler-1524 b	438
Kepler-1525 b	1343
Kepler-1526 b	787
Kepler-1527 b	450
Kepler-1528 b	1549
Kepler-1529 b	817
Kepler-153 b	621
Kepler-153 c	458
Kepler-1530 b	1484
Kepler-1530 c	1167
Kepler-1530 d	972
Kepler-1531 b	2537
Kepler-1532 b	1681
Kepler-1533 b	330
Kepler-1534 b	955
Kepler-1535 b	384
Kepler-1536 b	166
Kepler-1537 b	1800
Kepler-1538 b	346
Kepler-1539 b	301
Kepler-154 b	561
Kepler-154 c	454
Kepler-154 d	657
Kepler-154 e	1140
Kepler-154 f	838
Kepler-1540 b	266
Kepler-1541 b	1048
Kepler-1542 b	1160
Kepler-1542 c	1287
Kepler-1542 d	1010
Kepler-1542 e	1065
Kepler-1543 b	1774
Kepler-1544 b	269
Kepler-1545 b	274
Kepler-1546 b	671
Kepler-1547 b	3186
Kepler-1548 b	350
Kepler-1549 b	286
Kepler-155 b	614
Kepler-155 c	286
Kepler-1550 b	348
Kepler-1551 b	722
Kepler-1552 b	268
Kepler-1553 b	926
Kepler-1554 b	288
Kepler-1555 b	959
Kepler-1556 b	797
Kepler-1557 b	1287
Kepler-1558 b	1019
Kepler-1559 b	1609
Kepler-156 b	867
Kepler-156 c	588
Kepler-1560 b	1269
Kepler-1561 b	1682
Kepler-1562 b	554
Kepler-1563 b	1134
Kepler-1564 b	635
Kepler-1565 b	1234
Kepler-1566 b	1871
Kepler-1567 b	330
Kepler-1568 b	729
Kepler-1569 b	1222
Kepler-157 b	1546
Kepler-157 c	779
Kepler-157 d	969
Kepler-1570 b	836
Kepler-1571 b	1476
Kepler-1572 b	1293
Kepler-1573 b	1379
Kepler-1574 b	1003
Kepler-1575 b	1312
Kepler-1576 b	1059
Kepler-1577 b	1125
Kepler-1578 b	1700
Kepler-1579 b	1139
Kepler-158 b	500
Kepler-158 c	418
Kepler-1580 b	733
Kepler-1581 b	1108
Kepler-1582 b	354
Kepler-1583 b	788
Kepler-1584 b	886
Kepler-1585 b	1064
Kepler-1586 b	1013
Kepler-1587 b	981
Kepler-1588 b	925
Kepler-1589 b	2102
Kepler-159 b	447
Kepler-159 c	275
Kepler-1590 b	1020
Kepler-1591 b	892
Kepler-1592 b	1202
Kepler-1593 b	260
Kepler-1594 b	1360
Kepler-1595 b	980
Kepler-1596 b	471
Kepler-1597 b	1497
Kepler-1598 b	1236
Kepler-1599 b	407
Kepler-160 b	1134
Kepler-160 c	771
Kepler-1600 b	209
Kepler-1600 c	786
Kepler-1601 b	1507
Kepler-1602 b	1159
Kepler-1603 b	1522
Kepler-1604 b	2023
Kepler-1605 b	528
Kepler-1606 b	324
Kepler-1607 b	913
Kepler-1608 b	612
Kepler-1609 b	429
Kepler-161 b	868
Kepler-161 c	769
Kepler-1610 b	750
Kepler-1610 c	433
Kepler-1611 b	1243
Kepler-1612 b	1030
Kepler-1613 b	1926
Kepler-1614 b	981
Kepler-1615 b	658
Kepler-1616 b	1337
Kepler-1617 b	736
Kepler-1618 b	1267
Kepler-1619 b	797
Kepler-162 b	961
Kepler-162 c	681
Kepler-1620 b	428
Kepler-1621 b	469
Kepler-1622 b	922
Kepler-1623 b	1000
Kepler-1624 b	540
Kepler-1625 b	350
Kepler-1626 b	1352
Kepler-1627 b	794
Kepler-1628 b	240
Kepler-1629 b	1081
Kepler-163 b	906
Kepler-163 c	648
Kepler-1630 b	182
Kepler-1631 b	1122
Kepler-1632 b	369
Kepler-1633 b	925
Kepler-1634 b	282
Kepler-1635 b	200
Kepler-1636 b	248
Kepler-1637 b	1093
Kepler-1638 b	304
Kepler-1639 b	1003
Kepler-164 b	1141
Kepler-164 c	881
Kepler-164 d	637
Kepler-164 e	429
Kepler-1640 b	1228
Kepler-1641 b	908
Kepler-1641 c	767
Kepler-1642 b	895
Kepler-1642 c	1095
Kepler-1643 b	799
Kepler-1644 b	606
Kepler-1645 b	754
Kepler-1646 b	365
Kepler-1649 b	307
Kepler-1649 c	234
Kepler-165 b	716
Kepler-165 c	581
Kepler-1650 b	602
Kepler-1651 b	393
Kepler-1652 b	268
Kepler-1653 b	284
Kepler-1654 b	206
Kepler-1655 b	938
Kepler-1656 b	651
Kepler-1658 b	2034
Kepler-166 b	772
Kepler-166 c	468
Kepler-166 d	1313
Kepler-1661 b	243
Kepler-1663 b	362
Kepler-1664 b	776
Kepler-1665 b	906
Kepler-1666 b	672
Kepler-1666 c	578
Kepler-1667 b	655
Kepler-1668 b	721
Kepler-1669 b	530
Kepler-1669 c	958
Kepler-1669 d	669
Kepler-167 b	918
Kepler-167 c	771
Kepler-167 d	538
Kepler-167 e	134
Kepler-1670 b	731
Kepler-1671 b	962
Kepler-1672 b	423
Kepler-1673 b	611
Kepler-1674 b	417
Kepler-1675 b	465
Kepler-1676 b	782
Kepler-1677 b	712
Kepler-1678 b	329
Kepler-1679 b	813
Kepler-168 b	1240
Kepler-168 c	862
Kepler-1680 b	771
Kepler-1681 b	442
Kepler-1682 b	694
Kepler-1683 b	669
Kepler-1684 b	347
Kepler-1685 b	625
Kepler-1686 b	913
Kepler-1687 b	598
Kepler-1688 b	772
Kepler-1689 b	879
Kepler-169 b	962
Kepler-169 c	776
Kepler-169 d	702
Kepler-169 e	595
Kepler-169 f	321
Kepler-1690 b	267
Kepler-1691 b	1283
Kepler-1692 b	897
Kepler-1693 b	807
Kepler-1693 c	1059
Kepler-1694 b	956
Kepler-1695 b	957
Kepler-1696 b	454
Kepler-1697 b	630
Kepler-1698 b	1351
Kepler-1699 b	1010
Kepler-17 b	1570
Kepler-170 b	899
Kepler-170 c	702
Kepler-1700 b	329
Kepler-1701 b	273
Kepler-1702 b	555
Kepler-1704 b	254
Kepler-1705 b	789
Kepler-1709 b	472
Kepler-171 b	1053
Kepler-171 c	752
Kepler-171 d	497
Kepler-1710 b	694
Kepler-1711 b	669
Kepler-1712 b	391
Kepler-1713 b	900
Kepler-1714 b	1211
Kepler-1715 b	646
Kepler-1716 b	408
Kepler-1717 b	780
Kepler-1718 b	345
Kepler-1719 b	1287
Kepler-172 b	1256
Kepler-172 c	970
Kepler-172 d	736
Kepler-172 e	550
Kepler-1720 b	697
Kepler-1721 b	924
Kepler-1722 b	753
Kepler-1723 b	568
Kepler-1724 b	999
Kepler-1725 b	767
Kepler-1726 b	582
Kepler-1727 b	757
Kepler-1728 b	886
Kepler-1729 b	595
Kepler-173 b	1179
Kepler-173 c	956
Kepler-1730 b	833
Kepler-1731 b	486
Kepler-1732 b	699
Kepler-1733 b	1021
Kepler-1734 b	985
Kepler-1735 b	502
Kepler-1736 b	566
Kepler-1737 b	383
Kepler-1738 b	957
Kepler-1739 b	839
Kepler-174 b	553
Kepler-174 c	377
Kepler-174 d	212
Kepler-1740 b	858
Kepler-1741 b	615
Kepler-1742 b	462
Kepler-1743 b	1144
Kepler-1744 b	532
Kepler-1745 b	1449
Kepler-1746 b	310
Kepler-1747 b	875
Kepler-1748 b	955
Kepler-1749 b	420
Kepler-175 b	827
Kepler-175 c	583
Kepler-1750 b	298
Kepler-1751 b	984
Kepler-1752 b	419
Kepler-1753 b	583
Kepler-1754 b	672
Kepler-1755 b	631
Kepler-1756 b	1093
Kepler-1757 b	549
Kepler-1758 b	1028
Kepler-1759 b	954
Kepler-176 b	841
Kepler-176 c	633
Kepler-176 d	501
Kepler-176 e	398
Kepler-1760 b	480
Kepler-1761 b	613
Kepler-1762 b	714
Kepler-1763 b	1822
Kepler-1764 b	511
Kepler-1765 b	855
Kepler-1766 b	406
Kepler-1767 b	393
Kepler-1768 b	933
Kepler-1769 b	483
Kepler-177 b	549
Kepler-177 c	497
Kepler-1770 b	699
Kepler-1771 b	391
Kepler-1772 b	1155
Kepler-1773 b	623
Kepler-1774 b	522
Kepler-1775 b	522
Kepler-1776 b	603
Kepler-1777 b	819
Kepler-1778 b	942
Kepler-1779 b	730
Kepler-178 b	846
Kepler-178 c	656
Kepler-178 d	392
Kepler-1780 b	340
Kepler-1781 b	1003
Kepler-1782 b	773
Kepler-1783 b	1088
Kepler-1784 b	724
Kepler-1785 b	666
Kepler-1786 b	501
Kepler-1787 b	540
Kepler-1788 b	956
Kepler-1789 b	380
Kepler-179 b	1075
Kepler-179 c	810
Kepler-1790 b	682
Kepler-1791 b	1021
Kepler-1792 b	1047
Kepler-1793 b	713
Kepler-1794 b	703
Kepler-1795 b	520
Kepler-1796 b	598
Kepler-1797 b	684
Kepler-1798 b	408
Kepler-1799 b	770
Kepler-18 b	1165
Kepler-18 c	899
Kepler-18 d	720
Kepler-180 b	781
Kepler-180 c	540
Kepler-1800 b	1533
Kepler-1801 b	829
Kepler-1801 c	371
Kepler-1802 b	581
Kepler-1802 c	357
Kepler-1804 b	913
Kepler-1805 b	479
Kepler-1806 b	729
Kepler-1807 b	1108
Kepler-1808 b	601
Kepler-1809 b	877
Kepler-181 b	1041
Kepler-181 c	937
Kepler-1810 b	380
Kepler-1811 b	455
Kepler-1812 b	1034
Kepler-1813 b	1059
Kepler-1814 b	1022
Kepler-1814 c	1711
Kepler-1815 b	763
Kepler-1816 b	310
Kepler-1817 b	463
Kepler-1818 b	1209
Kepler-1819 b	760
Kepler-182 b	935
Kepler-182 c	729
Kepler-1820 b	561
Kepler-1821 b	644
Kepler-1822 b	507
Kepler-1823 b	718
Kepler-1824 b	421
Kepler-1825 b	1520
Kepler-1826 b	806
Kepler-1827 b	1329
Kepler-1828 b	799
Kepler-1829 b	860
Kepler-183 b	1088
Kepler-183 c	857
Kepler-1830 b	681
Kepler-1831 b	1051
Kepler-1832 b	1022
Kepler-1833 b	1177
Kepler-1834 b	848
Kepler-1834 c	1541
Kepler-1835 b	808
Kepler-1836 b	1093
Kepler-1837 b	1012
Kepler-1838 b	1097
Kepler-1839 b	1049
Kepler-184 b	780
Kepler-184 c	630
Kepler-184 d	559
Kepler-1840 b	284
Kepler-1841 b	542
Kepler-1842 b	822
Kepler-1843 b	772
Kepler-1844 b	1074
Kepler-1845 b	584
Kepler-1846 b	552
Kepler-1847 b	843
Kepler-1848 b	774
Kepler-1849 b	355
Kepler-185 b	1237
Kepler-185 c	530
Kepler-1850 b	1008
Kepler-1851 b	776
Kepler-1852 b	760
Kepler-1853 b	386
Kepler-1854 b	420
Kepler-1855 b	849
Kepler-1856 b	1344
Kepler-1857 b	946
Kepler-1858 b	330
Kepler-1859 b	1455
Kepler-1859 c	1327
Kepler-186 b	571
Kepler-186 c	464
Kepler-186 d	379
Kepler-186 e	319
Kepler-186 f	177
Kepler-1860 b	697
Kepler-1861 b	617
Kepler-1862 b	645
Kepler-1863 b	508
Kepler-1864 b	1156
Kepler-1865 b	1203
Kepler-1866 b	834
Kepler-1867 b	768
Kepler-1868 b	215
Kepler-1869 b	865
Kepler-1869 c	1455
Kepler-187 b	1244
Kepler-187 c	963
Kepler-1870 b	1046
Kepler-1871 b	1403
Kepler-1872 b	1005
Kepler-1873 b	1787
Kepler-1874 b	356
Kepler-1875 b	559
Kepler-1876 b	1299
Kepler-1877 b	1278
Kepler-1878 b	1063
Kepler-1879 b	987
Kepler-188 b	1463
Kepler-188 c	1025
Kepler-1880 b	606
Kepler-1881 b	289
Kepler-1882 b	894
Kepler-1883 b	416
Kepler-1884 b	864
Kepler-1885 b	1205
Kepler-1886 b	580
Kepler-1887 b	625
Kepler-1888 b	886
Kepler-1889 b	493
Kepler-189 b	678
Kepler-189 c	544
Kepler-1890 b	1328
Kepler-1891 b	1017
Kepler-1892 b	822
Kepler-1893 b	1194
Kepler-1894 b	1231
Kepler-1894 c	1007
Kepler-1895 b	789
Kepler-1896 b	536
Kepler-1897 b	505
Kepler-1898 b	1167
Kepler-1899 b	851
Kepler-19 b	851
Kepler-190 b	1166
Kepler-190 c	948
Kepler-1900 b	1356
Kepler-1901 b	1132
Kepler-1902 b	601
Kepler-1903 b	769
Kepler-1904 b	567
Kepler-1905 b	1212
Kepler-1906 b	901
Kepler-1907 b	856
Kepler-1907 c	620
Kepler-1909 b	1031
Kepler-191 b	722
Kepler-191 c	596
Kepler-191 d	857
Kepler-1910 b	645
Kepler-1911 b	987
Kepler-1912 b	976
Kepler-1913 b	818
Kepler-1914 b	585
Kepler-1915 b	809
Kepler-1916 b	635
Kepler-1917 b	675
Kepler-1918 b	497
Kepler-1919 b	479
Kepler-192 b	803
Kepler-192 c	623
Kepler-192 d	926
Kepler-1920 b	660
Kepler-1921 b	967
Kepler-1921 c	1791
Kepler-1922 b	740
Kepler-1923 b	553
Kepler-1924 b	821
Kepler-1925 b	531
Kepler-1926 b	451
Kepler-1927 b	677
Kepler-1928 b	621
Kepler-1929 b	566
Kepler-193 b	979
Kepler-193 c	595
Kepler-1930 b	643
Kepler-1931 b	619
Kepler-1932 b	1891
Kepler-1933 b	1058
Kepler-1934 b	1700
Kepler-1935 b	1083
Kepler-1936 b	524
Kepler-1937 b	1014
Kepler-1938 b	527
Kepler-1939 b	816
Kepler-194 b	1648
Kepler-194 c	815
Kepler-194 d	562
Kepler-1940 b	885
Kepler-1941 b	666
Kepler-1942 b	1012
Kepler-1943 b	1098
Kepler-1944 b	801
Kepler-1945 b	808
Kepler-1946 b	1143
Kepler-1947 b	1298
Kepler-1948 b	399
Kepler-1949 b	1709
Kepler-195 b	751
Kepler-195 c	469
Kepler-1950 b	752
Kepler-1951 b	728
Kepler-1952 b	725
Kepler-1953 b	731
Kepler-1954 b	949
Kepler-1955 b	853
Kepler-1956 b	674
Kepler-1957 b	1099
Kepler-1958 b	806
Kepler-1959 b	811
Kepler-196 b	536
Kepler-196 c	407
Kepler-196 d	297
Kepler-1960 b	1547
Kepler-1961 b	866
Kepler-1962 b	901
Kepler-1963 b	1448
Kepler-1964 b	986
Kepler-1965 b	492
Kepler-1966 b	733
Kepler-1967 b	1086
Kepler-1968 b	744
Kepler-1969 b	999
Kepler-197 b	1142
Kepler-197 c	930
Kepler-197 d	810
Kepler-197 e	691
Kepler-1972 b	1084
Kepler-1972 c	1215
Kepler-1976 b	1103
Kepler-1977 b	798
Kepler-1978 b	676
Kepler-1979 b	683
Kepler-198 b	655
Kepler-198 c	465
Kepler-198 d	1562
Kepler-1980 b	564
Kepler-1981 b	390
Kepler-1982 b	1282
Kepler-1983 b	807
Kepler-1984 b	675
Kepler-1985 b	1129
Kepler-1986 b	579
Kepler-1987 b	997
Kepler-1987 c	860
Kepler-1987 d	744
Kepler-1987 e	643
Kepler-1988 b	1105
Kepler-1989 b	904
Kepler-199 b	595
Kepler-199 c	420
Kepler-1990 b	1554
Kepler-1990 c	1170
Kepler-1991 b	760
Kepler-1991 c	634
Kepler-1992 b	637
Kepler-1993 b	903
Kepler-1994 b	1032
Kepler-1995 b	375
Kepler-1996 b	392
Kepler-1996 c	276
Kepler-1997 b	660
Kepler-1998 b	1187
Kepler-1999 b	577
Kepler-20 b	1187
Kepler-20 c	828
Kepler-20 d	430
Kepler-20 e	1004
Kepler-20 f	681
Kepler-20 g	524
Kepler-200 b	854
Kepler-200 c	806
Kepler-2000 b	530
Kepler-2000 c	359
Kepler-2001 b	1402
Kepler-2001 c	597
Kepler-201 b	683
Kepler-201 c	378
Kepler-202 b	802
Kepler-202 c	505
Kepler-203 b	1308
Kepler-203 c	1096
Kepler-203 d	855
Kepler-204 b	828
Kepler-204 c	683
Kepler-205 b	757
Kepler-205 c	389
Kepler-206 b	983
Kepler-206 c	825
Kepler-206 d	681
Kepler-207 b	1930
Kepler-207 c	1556
Kepler-207 d	1254
Kepler-208 b	1379
Kepler-208 c	1141
Kepler-208 d	999
Kepler-208 e	880
Kepler-209 b	668
Kepler-209 c	486
Kepler-21 b	2015
Kepler-210 b	737
Kepler-210 c	497
Kepler-211 b	954
Kepler-211 c	841
Kepler-212 b	830
Kepler-212 c	664
Kepler-213 b	1326
Kepler-213 c	1060
Kepler-214 b	758
Kepler-214 c	619
Kepler-215 b	784
Kepler-215 c	675
Kepler-215 d	527
Kepler-215 e	405
Kepler-216 b	1069
Kepler-216 c	814
Kepler-217 b	1413
Kepler-217 c	1208
Kepler-217 d	1574
Kepler-218 b	1156
Kepler-218 c	500
Kepler-218 d	356
Kepler-219 b	1307
Kepler-219 c	766
Kepler-219 d	598
Kepler-22 b	279
Kepler-220 b	759
Kepler-220 c	586
Kepler-220 d	401
Kepler-220 e	341
Kepler-221 b	1090
Kepler-221 c	860
Kepler-221 d	712
Kepler-221 e	582
Kepler-222 b	1004
Kepler-222 c	734
Kepler-222 d	522
Kepler-223 b	1042
Kepler-223 c	947
Kepler-223 d	827
Kepler-223 e	751
Kepler-224 b	937
Kepler-224 c	758
Kepler-224 d	610
Kepler-224 e	517
Kepler-225 b	579
Kepler-225 c	412
Kepler-226 b	1018
Kepler-226 c	919
Kepler-226 d	800
Kepler-227 b	793
Kepler-227 c	443
Kepler-228 b	1360
Kepler-228 c	1160
Kepler-228 d	835
Kepler-229 b	823
Kepler-229 c	600
Kepler-229 d	439
Kepler-23 b	1157
Kepler-23 c	1008
Kepler-23 d	896
Kepler-230 b	506
Kepler-230 c	359
Kepler-231 b	488
Kepler-231 c	393
Kepler-232 b	1104
Kepler-232 c	806
Kepler-233 b	751
Kepler-233 c	390
Kepler-234 b	1420
Kepler-234 c	1025
Kepler-235 b	731
Kepler-235 c	555
Kepler-235 d	401
Kepler-235 e	306
Kepler-236 b	469
Kepler-236 c	329
Kepler-237 b	823
Kepler-237 c	687
Kepler-238 b	1642
Kepler-238 c	1146
Kepler-238 d	888
Kepler-238 e	731
Kepler-238 f	568
Kepler-239 b	616
Kepler-239 c	366
Kepler-24 b	1050
Kepler-24 c	915
Kepler-24 d	1305
Kepler-24 e	792
Kepler-240 b	864
Kepler-240 c	696
Kepler-241 b	562
Kepler-241 c	397
Kepler-242 b	742
Kepler-242 c	613
Kepler-243 b	850
Kepler-243 c	559
Kepler-244 b	1038
Kepler-244 c	791
Kepler-244 d	622
Kepler-245 b	753
Kepler-245 c	568
Kepler-245 d	445
Kepler-245 e	998
Kepler-246 b	896
Kepler-246 c	667
Kepler-247 b	970
Kepler-247 c	686
Kepler-247 d	530
Kepler-248 b	819
Kepler-248 c	598
Kepler-249 b	554
Kepler-249 c	429
Kepler-249 d	332
Kepler-25 b	1185
Kepler-25 c	934
Kepler-250 b	938
Kepler-250 c	782
Kepler-250 d	579
Kepler-251 b	990
Kepler-251 c	655
Kepler-251 d	536
Kepler-251 e	360
Kepler-252 b	587
Kepler-252 c	499
Kepler-253 b	949
Kepler-253 c	680
Kepler-253 d	563
Kepler-254 b	1013
Kepler-254 c	787
Kepler-254 d	686
Kepler-255 b	971
Kepler-255 c	807
Kepler-255 d	1710
Kepler-256 b	1681
Kepler-256 c	1315
Kepler-256 d	1097
Kepler-256 e	897
Kepler-257 b	1237
Kepler-257 c	881
Kepler-257 d	567
Kepler-258 b	642
Kepler-258 c	470
Kepler-259 b	879
Kepler-259 c	530
Kepler-26 b	431
Kepler-26 c	385
Kepler-26 d	652
Kepler-26 e	276
Kepler-260 b	782
Kepler-260 c	372
Kepler-261 b	672
Kepler-261 c	505
Kepler-262 b	734
Kepler-262 c	618
Kepler-263 b	548
Kepler-263 c	386
Kepler-264 b	772
Kepler-264 c	511
Kepler-265 b	1022
Kepler-265 c	755
Kepler-265 d	554
Kepler-265 e	476
Kepler-266 b	1066
Kepler-266 c	421
Kepler-267 b	615
Kepler-267 c	484
Kepler-267 d	301
Kepler-268 b	695
Kepler-268 c	471
Kepler-269 b	1007
Kepler-269 c	875
Kepler-27 b	610
Kepler-27 c	481
Kepler-27 d	810
Kepler-270 b	984
Kepler-270 c	756
Kepler-271 b	759
Kepler-271 c	850
Kepler-271 d	954
Kepler-272 b	1200
Kepler-272 c	947
Kepler-272 d	777
Kepler-273 b	1209
Kepler-273 c	865
Kepler-274 b	961
Kepler-274 c	678
Kepler-275 b	1015
Kepler-275 c	875
Kepler-275 d	671
Kepler-276 b	739
Kepler-276 c	563
Kepler-276 d	489
Kepler-277 b	964
Kepler-277 c	778
Kepler-278 b	836
Kepler-278 c	702
Kepler-279 b	1104
Kepler-279 c	774
Kepler-279 d	574
Kepler-28 b	585
Kepler-28 c	509
Kepler-280 b	1425
Kepler-280 c	1088
Kepler-281 b	694
Kepler-281 c	513
Kepler-281 d	321
Kepler-282 b	817
Kepler-282 c	717
Kepler-282 d	588
Kepler-282 e	484
Kepler-283 b	488
Kepler-283 c	240
Kepler-284 b	686
Kepler-284 c	478
Kepler-285 b	1131
Kepler-285 c	851
Kepler-286 b	1367
Kepler-286 c	1098
Kepler-286 d	919
Kepler-286 e	539
Kepler-287 b	667
Kepler-287 c	513
